,Unnamed: 0,Batsman_Name,Over,Bowler_Name,Batsman_country,Bowler_country,Host_country,Type_of_Match,Score,Run_rate,Match_time,Type_of_pitch,Type_of_Bowler,Type_of_Batsman,Bowling_area,Batting_area,Wickets,Result
0,0,Quinton de Kock,0.1,Bhuvneshwar Kumar,South Africa,India,South Africa,ODI,0,0,Day/Night,Grassy/Cloudy,Right_arm_medium,Left_Hand_Batsman,length ball off stump,defend,0,0
1,1,Quinton de Kock,0.2,Bhuvneshwar Kumar,South Africa,India,South Africa,ODI,0,0,Day/Night,Grassy/Cloudy,Right_arm_medium,Left_Hand_Batsman,length ball off stump,defend,0,0
2,2,Quinton de Kock,0.3,Bhuvneshwar Kumar,South Africa,India,South Africa,ODI,1,2,Day/Night,Grassy/Cloudy,Right_arm_medium,Left_Hand_Batsman,short of a length off stump,third man,0,1
3,3,Hashim Amla,0.4,Bhuvneshwar Kumar,South Africa,India,South Africa,ODI,3,4.5,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,length ball on stump,fine leg,0,2
4,4,Hashim Amla,0.5,Bhuvneshwar Kumar,South Africa,India,South Africa,ODI,3,3.6,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,short of a length off stump,off side,0,0
5,5,Hashim Amla,0.6,Bhuvneshwar Kumar,South Africa,India,South Africa,ODI,3,3,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,length ball outside off,defend,0,0
6,6,Quinton de Kock,1.1,Jasprit Bumrah,South Africa,India,South Africa,ODI,3,2.57,Day/Night,Grassy/Cloudy,Right_arm_medium,Left_Hand_Batsman,short of a length off stump,point,0,0
7,7,Quinton de Kock,1.2,Jasprit Bumrah,South Africa,India,South Africa,ODI,3,2.25,Day/Night,Grassy/Cloudy,Right_arm_medium,Left_Hand_Batsman,short of a length,third man,0,0
8,8,Quinton de Kock,1.3,Jasprit Bumrah,South Africa,India,South Africa,ODI,3,2,Day/Night,Grassy/Cloudy,Right_arm_medium,Left_Hand_Batsman,length ball off stump,mid-off,0,0
9,9,Quinton de Kock,1.4,Jasprit Bumrah,South Africa,India,South Africa,ODI,7,4.2,Day/Night,Grassy/Cloudy,Right_arm_medium,Left_Hand_Batsman,fuller delivery,,0,4
10,10,Quinton de Kock,1.5,Jasprit Bumrah,South Africa,India,South Africa,ODI,7,3.81,Day/Night,Grassy/Cloudy,Right_arm_medium,Left_Hand_Batsman,length ball off stump,on-side,0,0
11,11,Quinton de Kock,1.6,Jasprit Bumrah,South Africa,India,South Africa,ODI,7,3.5,Day/Night,Grassy/Cloudy,Right_arm_medium,Left_Hand_Batsman,length ball off stump,,0,0
12,12,Hashim Amla,2.1,Bhuvneshwar Kumar,South Africa,India,South Africa,ODI,9,4.15,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,short of a length outside off,cover,0,2
13,13,Hashim Amla,2.2,Bhuvneshwar Kumar,South Africa,India,South Africa,ODI,10,4.28,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,length ball outside off,fine leg,0,1
14,14,Quinton de Kock,2.3,Bhuvneshwar Kumar,South Africa,India,South Africa,ODI,10,4,Day/Night,Grassy/Cloudy,Right_arm_medium,Left_Hand_Batsman,length ball outside off,off side,0,0
15,15,Quinton de Kock,2.4,Bhuvneshwar Kumar,South Africa,India,South Africa,ODI,11,4.12,Day/Night,Grassy/Cloudy,Right_arm_medium,Left_Hand_Batsman,short of a length outside off,third man,0,1
16,16,Hashim Amla,2.5,Bhuvneshwar Kumar,South Africa,India,South Africa,ODI,11,3.88,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,short of a length,defend,0,0
17,17,Hashim Amla,2.6,Bhuvneshwar Kumar,South Africa,India,South Africa,ODI,13,4.33,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,fuller delivery,mid-off,0,2
18,18,Quinton de Kock,3.1,Jasprit Bumrah,South Africa,India,South Africa,ODI,13,4.1,Day/Night,Grassy/Cloudy,Right_arm_medium,Left_Hand_Batsman,length ball outside off,point,0,0
19,19,Quinton de Kock,3.2,Jasprit Bumrah,South Africa,India,South Africa,ODI,13,3.9,Day/Night,Grassy/Cloudy,Right_arm_medium,Left_Hand_Batsman,short of a length outside off,,0,0
20,20,Quinton de Kock,3.3,Jasprit Bumrah,South Africa,India,South Africa,ODI,13,3.71,Day/Night,Grassy/Cloudy,Right_arm_medium,Left_Hand_Batsman,length ball outside off,off side,0,0
21,21,Quinton de Kock,3.4,Jasprit Bumrah,South Africa,India,South Africa,ODI,13,3.54,Day/Night,Grassy/Cloudy,Right_arm_medium,Left_Hand_Batsman,length ball off stump,mid-on,0,0
22,22,Quinton de Kock,3.5,Jasprit Bumrah,South Africa,India,South Africa,ODI,13,3.39,Day/Night,Grassy/Cloudy,Right_arm_medium,Left_Hand_Batsman,straighter delivery outside off,cover,0,0
23,23,Quinton de Kock,3.6,Jasprit Bumrah,South Africa,India,South Africa,ODI,17,4.25,Day/Night,Grassy/Cloudy,Right_arm_medium,Left_Hand_Batsman,slow delivery,cover,0,4
24,24,Hashim Amla,4.1,Bhuvneshwar Kumar,South Africa,India,South Africa,ODI,17,4.08,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,length ball,third man,0,0
25,25,Hashim Amla,4.2,Bhuvneshwar Kumar,South Africa,India,South Africa,ODI,18,4.15,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,length ball off stump,square,0,1
26,26,Quinton de Kock,4.3,Bhuvneshwar Kumar,South Africa,India,South Africa,ODI,18,4,Day/Night,Grassy/Cloudy,Right_arm_medium,Left_Hand_Batsman,length ball outside off,off side,0,0
27,27,Quinton de Kock,4.4,Bhuvneshwar Kumar,South Africa,India,South Africa,ODI,18,3.85,Day/Night,Grassy/Cloudy,Right_arm_medium,Left_Hand_Batsman,length ball off stump,defend,0,0
28,28,Quinton de Kock,4.5,Bhuvneshwar Kumar,South Africa,India,South Africa,ODI,18,3.72,Day/Night,Grassy/Cloudy,Right_arm_medium,Left_Hand_Batsman,short of a length outside off,mid-off,0,0
29,29,Quinton de Kock,4.6,Bhuvneshwar Kumar,South Africa,India,South Africa,ODI,18,3.6,Day/Night,Grassy/Cloudy,Right_arm_medium,Left_Hand_Batsman,length ball off stump,defend,0,0
30,30,Hashim Amla,5.1,Jasprit Bumrah,South Africa,India,South Africa,ODI,18,3.48,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,length ball off stump,cover,0,0
31,31,Hashim Amla,5.2,Jasprit Bumrah,South Africa,India,South Africa,ODI,22,4.12,Day/Night,Grassy/Cloudy,Right_arm_medium,Right_Hand_Batsman,fuller delivery,cover,0,4
